Loan_ID,Customer_ID,Loan_Amount,Interest_Rate,Loan_Term,Disbursal_Date,Repayment_Start_Date,Repayment_End_Date,Loan_Status,Overdue_Amount,EMI_Amount,Collateral_Details
L087610,C052096,379442,14.63,12,2023-03-17,2023-04-17,2024-03-17,Active,33824,17443,Property
L087611,C037655,3497691,8.6,36,2024-02-03,2024-03-03,2027-02-03,Closed,0,12657,None
L087612,C052176,4175897,9.65,48,2023-10-16,2023-11-16,2027-10-16,Active,49653,66997,Property
L087613,C005965,2204150,10.04,12,2021-04-05,2021-05-05,2022-04-05,Overdue,32114,43105,Property
L087614,C019752,1024992,13.87,48,2020-05-19,2020-06-19,2024-05-19,Active,0,76240,None
L087615,C060301,435768,11.02,36,2021-03-19,2021-04-19,2024-03-19,Active,0,66950,Vehicle
L087616,C019744,3031039,12.12,36,2024-04-24,2024-05-24,2027-04-24,Active,0,99921,None
L087617,C012620,1180551,12.14,48,2022-08-16,2022-09-16,2026-08-16,Closed,15734,93465,Vehicle
L087618,C055907,3739369,7.07,36,2020-06-23,2020-07-23,2023-06-23,Closed,2480,60545,None
L087619,C029542,1366941,14.26,24,2020-10-05,2020-11-05,2022-10-05,Overdue,37249,26991,Vehicle
L087620,C013293,1116928,7.49,60,2022-01-22,2022-02-22,2027-01-22,Overdue,0,97714,Vehicle
L087621,C014998,661260,11.65,60,2022-09-04,2022-10-04,2027-09-04,Closed,0,57892,Property
L087622,C001913,1615288,11.37,60,2024-02-23,2024-03-23,2029-02-23,Active,2886,96696,Property
L087623,C058891,680882,11.63,60,2024-07-29,2024-08-29,2029-07-29,Overdue,0,2588,None
L087624,C005835,4605706,7.51,36,2023-02-10,2023-03-10,2026-02-10,Closed,23717,71961,None
L087625,C058132,1901496,13.77,36,2021-03-07,2021-04-07,2024-03-07,Overdue,22659,88975,Vehicle
L087626,C017915,4439582,13.78,24,2022-03-08,2022-04-08,2024-03-08,Closed,46621,45724,Property
L087627,C005610,695845,7.82,12,2021-12-21,2022-01-21,2022-12-21,Closed,0,71573,None
L087628,C033023,2778426,12.32,48,2020-04-05,2020-05-05,2024-04-05,Overdue,13372,98991,Vehicle
L087629,C048278,954192,13.2,60,2020-11-29,2020-12-29,2025-11-29,Closed,0,2707,None
L087630,C035409,4314954,9.28,36,2021-12-30,2022-01-30,2024-12-30,Overdue,40654,86906,Vehicle
L087631,C058060,2344213,12.95,48,2020-02-25,2020-03-25,2024-02-25,Overdue,0,29133,Property
L087632,C058697,2046633,12.24,48,2023-12-10,2024-01-10,2027-12-10,Closed,22236,74540,Property
L087633,C043282,2473878,12.79,12,2024-09-09,2024-10-09,2025-09-09,Closed,18110,12206,Vehicle
L087634,C041629,4765946,8.97,12,2020-08-13,2020-09-13,2021-08-13,Closed,30640,97110,None
L087635,C004688,1170052,10.1,48,2024-06-08,2024-07-08,2028-06-08,Closed,3381,2304,Vehicle
L087636,C052949,3254130,12.64,24,2020-09-06,2020-10-06,2022-09-06,Overdue,1689,89273,None
L087637,C069371,150427,11.72,36,2024-09-23,2024-10-23,2027-09-23,Active,0,67192,None
L087638,C065770,222252,11.24,12,2023-04-29,2023-05-29,2024-04-29,Active,35262,49052,Vehicle
L087639,C051451,4361617,8.68,36,2024-10-27,2024-11-27,2027-10-27,Active,0,40600,None
L087640,C028342,1061843,14.06,48,2023-04-26,2023-05-26,2027-04-26,Overdue,48056,93444,None
L087641,C048914,4936672,12.5,60,2022-08-26,2022-09-26,2027-08-26,Closed,38304,26233,Vehicle
L087642,C043018,4990748,12.46,12,2020-07-06,2020-08-06,2021-07-06,Active,0,9279,None
L087643,C046145,2872513,8.1,24,2021-06-28,2021-07-28,2023-06-28,Closed,0,95865,Vehicle
L087644,C003707,1755401,7.29,24,2021-12-02,2022-01-02,2023-12-02,Active,1884,33518,Property
L087645,C004270,1915446,13.07,60,2021-11-16,2021-12-16,2026-11-16,Overdue,0,83243,Property
L087646,C027627,2144262,9.54,24,2022-10-06,2022-11-06,2024-10-06,Closed,43822,70939,None
L087647,C030845,3420966,11.8,60,2021-02-27,2021-03-27,2026-02-27,Closed,0,22794,Vehicle
L087648,C026101,2959111,12.26,12,2020-04-12,2020-05-12,2021-04-12,Closed,0,47557,Vehicle
L087649,C028193,2917288,9.17,48,2022-10-17,2022-11-17,2026-10-17,Closed,47294,86526,None
L087650,C027102,3733879,14.28,48,2024-10-12,2024-11-12,2028-10-12,Closed,42148,49856,Property
L087651,C064419,1872059,14.06,12,2022-01-24,2022-02-24,2023-01-24,Overdue,0,76408,None
L087652,C029999,284475,7.63,60,2021-07-20,2021-08-20,2026-07-20,Closed,0,30127,Property
L087653,C066456,716238,9.68,12,2021-01-12,2021-02-12,2022-01-12,Overdue,8859,31695,None
L087654,C001275,1462728,12.99,24,2022-01-29,2022-02-28,2024-01-29,Active,18303,25812,Vehicle
L087655,C063050,2387760,8.98,12,2021-10-17,2021-11-17,2022-10-17,Closed,14074,34512,None
L087656,C060143,1798324,9.04,24,2022-12-17,2023-01-17,2024-12-17,Active,28228,3161,None
L087657,C057958,1259549,11.5,24,2022-06-18,2022-07-18,2024-06-18,Active,0,24501,Property
L087658,C047138,3167917,10.46,36,2021-11-03,2021-12-03,2024-11-03,Active,0,91174,Property
L087659,C024070,4700032,10.2,24,2021-04-25,2021-05-25,2023-04-25,Overdue,0,46071,Vehicle
L087660,C015879,4166575,9.07,36,2023-10-27,2023-11-27,2026-10-27,Closed,0,92015,Vehicle
L087661,C067277,2460807,14.61,24,2021-11-13,2021-12-13,2023-11-13,Overdue,35485,96469,Property
L087662,C043713,430097,13.83,36,2023-01-04,2023-02-04,2026-01-04,Active,38258,89930,Vehicle
L087663,C063405,1064529,14.36,48,2020-05-06,2020-06-06,2024-05-06,Closed,0,99403,Property
L087664,C026715,4209565,8.01,12,2023-03-17,2023-04-17,2024-03-17,Active,0,9892,Property
L087665,C017085,211647,11.19,60,2024-01-04,2024-02-04,2029-01-04,Closed,30569,84011,Property
L087666,C010804,4464561,13.43,36,2023-09-13,2023-10-13,2026-09-13,Overdue,12270,90850,Property
L087667,C006729,644451,14.58,60,2022-12-11,2023-01-11,2027-12-11,Closed,19128,33272,None
L087668,C060212,155896,7.24,24,2020-04-19,2020-05-19,2022-04-19,Overdue,0,60758,Property
L087669,C042829,4844546,7.78,12,2024-12-01,2025-01-01,2025-12-01,Overdue,40515,62987,None
L087670,C022012,4427469,12.16,48,2020-09-18,2020-10-18,2024-09-18,Active,3419,3191,Vehicle
L087671,C000789,1868341,10.28,60,2022-03-04,2022-04-04,2027-03-04,Closed,3043,55026,Property
L087672,C063922,4195280,9.84,60,2022-07-12,2022-08-12,2027-07-12,Overdue,18711,36533,None
L087673,C044056,1366915,8.11,36,2021-07-17,2021-08-17,2024-07-17,Active,48299,11980,None
L087674,C057105,2304037,10.79,48,2022-05-21,2022-06-21,2026-05-21,Closed,28922,39472,None
L087675,C021871,3914616,7.75,12,2024-09-06,2024-10-06,2025-09-06,Overdue,46386,77591,None
L087676,C009632,4984209,7.61,24,2021-05-28,2021-06-28,2023-05-28,Overdue,0,45786,Property
L087677,C051530,4324630,11.21,36,2020-06-28,2020-07-28,2023-06-28,Active,0,99450,None
L087678,C019183,1036807,10.19,48,2022-03-12,2022-04-12,2026-03-12,Active,17675,28621,Vehicle
L087679,C046122,3103128,9.88,60,2021-07-02,2021-08-02,2026-07-02,Active,35383,18181,None
L087680,C063299,4347567,7.68,48,2020-08-18,2020-09-18,2024-08-18,Active,0,48025,Property
L087681,C030399,598714,8.48,12,2024-07-23,2024-08-23,2025-07-23,Active,0,90411,None
L087682,C047392,1688682,9.08,24,2021-05-07,2021-06-07,2023-05-07,Closed,8462,60587,Vehicle
L087683,C012069,3220476,13.33,12,2024-07-09,2024-08-09,2025-07-09,Overdue,34919,43705,Property
L087684,C023814,3209863,12.05,24,2020-12-30,2021-01-30,2022-12-30,Active,4938,94006,Property
L087685,C055411,582544,11.99,12,2024-01-25,2024-02-25,2025-01-25,Active,33618,52918,None
L087686,C007238,2264190,9.73,36,2023-08-17,2023-09-17,2026-08-17,Closed,0,7585,Property
L087687,C065071,1712897,14.45,12,2021-01-31,2021-02-28,2022-01-31,Active,1292,99828,Vehicle
L087688,C013476,2046686,7.51,36,2024-03-30,2024-04-30,2027-03-30,Closed,0,81776,Vehicle
L087689,C025401,3446631,12.24,36,2022-03-01,2022-04-01,2025-03-01,Overdue,26504,98797,None
L087690,C001594,2953166,7.44,36,2024-02-21,2024-03-21,2027-02-21,Active,43370,39110,None
L087691,C034150,2167598,7.47,36,2022-05-29,2022-06-29,2025-05-29,Overdue,41695,99863,Vehicle
L087692,C048641,2191581,14.58,24,2020-09-11,2020-10-11,2022-09-11,Active,0,51446,Vehicle
L087693,C005568,3099474,7.31,48,2020-06-07,2020-07-07,2024-06-07,Closed,0,52815,Vehicle
L087694,C067523,258822,14.77,60,2024-05-11,2024-06-11,2029-05-11,Overdue,43707,64541,Vehicle
L087695,C041571,3678650,12.96,24,2023-08-06,2023-09-06,2025-08-06,Overdue,0,51409,Vehicle
L087696,C061496,3815572,13.42,48,2022-10-15,2022-11-15,2026-10-15,Closed,0,7733,Property
L087697,C052188,947330,9.8,36,2022-04-12,2022-05-12,2025-04-12,Overdue,22574,66418,Vehicle
L087698,C015273,1368238,9.73,48,2021-03-16,2021-04-16,2025-03-16,Overdue,40702,49156,Property
L087699,C025402,4128647,13.57,60,2020-06-21,2020-07-21,2025-06-21,Overdue,0,83746,None
L087700,C002069,190991,7.96,12,2021-12-11,2022-01-11,2022-12-11,Closed,41608,32814,Property
L087701,C018151,2441999,8.39,12,2020-10-08,2020-11-08,2021-10-08,Active,16997,60442,Vehicle
L087702,C014814,353128,14.27,24,2023-12-05,2024-01-05,2025-12-05,Overdue,37429,9818,Vehicle
L087703,C000897,569363,12.58,60,2023-09-13,2023-10-13,2028-09-13,Overdue,2841,90858,None
L087704,C014896,4395800,14.75,12,2024-03-18,2024-04-18,2025-03-18,Active,0,70051,Vehicle
L087705,C060583,163174,12.12,60,2021-12-01,2022-01-01,2026-12-01,Overdue,0,75211,Vehicle
L087706,C065471,4837241,12.41,48,2020-11-29,2020-12-29,2024-11-29,Closed,0,11763,Vehicle
L087707,C016359,786407,11.54,60,2021-11-25,2021-12-25,2026-11-25,Closed,0,20529,Vehicle
L087708,C051413,3462525,10.77,24,2021-10-09,2021-11-09,2023-10-09,Closed,26440,33955,Vehicle
L087709,C000661,4948839,8.06,60,2024-10-16,2024-11-16,2029-10-16,Closed,28998,77554,Vehicle
L087710,C028681,3072067,7.57,36,2023-01-19,2023-02-19,2026-01-19,Active,49111,35891,None
L087711,C042981,3312631,14.02,24,2023-07-16,2023-08-16,2025-07-16,Active,27824,59401,Vehicle
L087712,C000175,4731777,10.68,36,2020-06-10,2020-07-10,2023-06-10,Overdue,0,86773,Property
L087713,C011732,1072273,11.54,24,2020-03-21,2020-04-21,2022-03-21,Overdue,29354,19069,Property
L087714,C060340,1001379,14.22,12,2024-03-28,2024-04-28,2025-03-28,Overdue,0,85179,Vehicle
L087715,C018006,3095392,14.87,24,2020-01-22,2020-02-22,2022-01-22,Active,0,29675,Vehicle
L087716,C021715,4181905,8.49,60,2022-08-10,2022-09-10,2027-08-10,Overdue,13753,47270,Vehicle
L087717,C034893,397448,8.21,48,2021-09-06,2021-10-06,2025-09-06,Overdue,0,28425,Property
L087718,C024488,736022,13.11,12,2024-08-01,2024-09-01,2025-08-01,Overdue,0,49242,None
L087719,C052384,1058128,7.16,24,2022-07-30,2022-08-30,2024-07-30,Overdue,0,23633,Vehicle
L087720,C014642,1067331,8.91,36,2021-08-03,2021-09-03,2024-08-03,Active,0,36083,Property
L087721,C065811,4529699,13.98,60,2021-09-04,2021-10-04,2026-09-04,Closed,0,95218,Property
L087722,C037400,116791,11.99,48,2021-09-18,2021-10-18,2025-09-18,Active,0,45367,Property
L087723,C033218,3653616,14.81,60,2021-07-17,2021-08-17,2026-07-17,Closed,0,27797,Property
L087724,C058461,3284798,14.8,60,2020-07-16,2020-08-16,2025-07-16,Closed,41603,58967,Property
L087725,C052790,985826,8.89,24,2022-11-19,2022-12-19,2024-11-19,Closed,0,39309,Property
L087726,C041437,4977608,12.81,48,2023-04-03,2023-05-03,2027-04-03,Closed,26374,72774,None
L087727,C028380,4965444,12.52,48,2023-07-04,2023-08-04,2027-07-04,Closed,31028,99144,None
L087728,C018071,1131796,10.0,12,2020-11-20,2020-12-20,2021-11-20,Closed,0,63011,Property
L087729,C064724,2591106,8.53,60,2022-04-11,2022-05-11,2027-04-11,Closed,20705,89336,None
L087730,C023193,3175453,9.11,60,2020-12-26,2021-01-26,2025-12-26,Active,47463,17847,None
L087731,C035523,4371986,13.82,48,2024-08-24,2024-09-24,2028-08-24,Closed,15465,70397,None
L087732,C011575,1034365,11.03,48,2019-12-31,2020-01-31,2023-12-31,Closed,0,26545,Property
L087733,C033504,3478438,10.23,60,2024-07-10,2024-08-10,2029-07-10,Overdue,0,87683,None
L087734,C042199,3307849,8.22,36,2021-08-30,2021-09-30,2024-08-30,Overdue,0,39196,None
L087735,C012500,1478216,8.77,12,2024-07-26,2024-08-26,2025-07-26,Closed,0,9365,Property
L087736,C068361,753738,9.53,36,2020-06-07,2020-07-07,2023-06-07,Active,12690,24938,Property
L087737,C057472,4562086,13.87,48,2023-08-15,2023-09-15,2027-08-15,Overdue,0,96130,Property
L087738,C052589,2995409,14.78,24,2022-03-15,2022-04-15,2024-03-15,Overdue,0,54889,None
L087739,C008058,2591976,10.08,24,2022-01-04,2022-02-04,2024-01-04,Closed,24972,49169,Vehicle
L087740,C023667,4109740,12.52,36,2022-08-08,2022-09-08,2025-08-08,Active,0,57781,None
L087741,C049842,1039974,13.47,36,2024-10-02,2024-11-02,2027-10-02,Active,0,57485,None
L087742,C066095,4699884,12.16,24,2023-02-07,2023-03-07,2025-02-07,Active,0,52798,None
L087743,C048816,4412104,13.1,24,2023-12-14,2024-01-14,2025-12-14,Closed,32951,58259,None
L087744,C000300,4270650,14.61,36,2020-06-14,2020-07-14,2023-06-14,Closed,27522,24313,None
L087745,C018211,3664230,9.05,48,2021-12-13,2022-01-13,2025-12-13,Overdue,0,72228,Property
L087746,C000973,1903194,7.43,60,2021-05-24,2021-06-24,2026-05-24,Overdue,21359,17170,None
L087747,C061738,981658,11.13,36,2024-11-26,2024-12-26,2027-11-26,Active,4589,26794,Vehicle
L087748,C001515,1249971,11.77,60,2022-02-17,2022-03-17,2027-02-17,Active,0,59604,Property
L087749,C013956,825193,9.66,60,2020-11-30,2020-12-30,2025-11-30,Active,0,86720,None
L087750,C058313,3406085,9.93,12,2020-01-29,2020-02-29,2021-01-29,Closed,47802,75232,Property
L087751,C018122,614521,10.22,60,2021-05-31,2021-06-30,2026-05-31,Closed,0,60596,None
L087752,C044725,2101986,12.12,36,2022-06-14,2022-07-14,2025-06-14,Overdue,42530,21860,Vehicle
L087753,C011557,2230171,7.91,48,2021-11-08,2021-12-08,2025-11-08,Closed,0,13927,Property
L087754,C026098,1104518,13.76,60,2021-07-22,2021-08-22,2026-07-22,Active,36417,6249,None
L087755,C013244,2539652,11.88,60,2020-11-19,2020-12-19,2025-11-19,Active,43606,49464,Vehicle
L087756,C032842,2572915,8.6,24,2020-04-11,2020-05-11,2022-04-11,Overdue,49864,11867,None
L087757,C060047,2271409,8.62,60,2024-12-05,2025-01-05,2029-12-05,Closed,0,23950,Vehicle
L087758,C058683,656656,10.72,24,2020-11-07,2020-12-07,2022-11-07,Closed,0,16364,Property
L087759,C061543,3217481,13.25,36,2020-11-07,2020-12-07,2023-11-07,Active,38380,26978,Vehicle
L087760,C043112,2501247,14.92,36,2022-12-17,2023-01-17,2025-12-17,Overdue,0,65938,Vehicle
L087761,C055441,253004,8.48,24,2024-09-22,2024-10-22,2026-09-22,Closed,30478,23045,None
L087762,C047622,3724045,8.19,60,2023-08-31,2023-09-30,2028-08-31,Closed,0,40650,Vehicle
L087763,C024693,1120591,11.56,36,2020-10-02,2020-11-02,2023-10-02,Overdue,0,37519,None
L087764,C026033,3992041,7.17,36,2020-04-30,2020-05-30,2023-04-30,Active,0,89770,Property
L087765,C042393,3695626,7.12,48,2024-05-13,2024-06-13,2028-05-13,Active,41505,94574,Vehicle
L087766,C041804,883634,12.8,60,2020-08-30,2020-09-30,2025-08-30,Overdue,0,25418,None
L087767,C045528,3887858,8.11,48,2023-03-04,2023-04-04,2027-03-04,Active,0,91778,None
L087768,C000470,4371379,7.91,48,2023-07-09,2023-08-09,2027-07-09,Overdue,5397,13479,Property
L087769,C021156,2442289,11.39,36,2020-12-05,2021-01-05,2023-12-05,Closed,42145,29456,Vehicle
L087770,C045939,4237637,13.12,48,2020-09-09,2020-10-09,2024-09-09,Active,0,19097,None
L087771,C054085,4446078,12.77,60,2024-06-26,2024-07-26,2029-06-26,Active,23268,46204,Vehicle
L087772,C014458,1628074,8.43,12,2020-12-29,2021-01-29,2021-12-29,Closed,0,97212,Vehicle
L087773,C002700,4296752,13.94,24,2021-10-08,2021-11-08,2023-10-08,Closed,42396,65477,Vehicle
L087774,C067814,3880674,13.78,48,2020-05-26,2020-06-26,2024-05-26,Overdue,0,97935,Vehicle
L087775,C069345,3538208,8.97,60,2020-09-05,2020-10-05,2025-09-05,Closed,0,4710,None
L087776,C031398,2772619,12.07,24,2023-06-15,2023-07-15,2025-06-15,Active,27376,39409,Vehicle
L087777,C058144,66516,8.09,12,2024-04-05,2024-05-05,2025-04-05,Closed,21225,63013,None
L087778,C040217,82257,9.17,12,2024-01-10,2024-02-10,2025-01-10,Overdue,0,67197,None
L087779,C011277,3775661,8.18,48,2021-10-27,2021-11-27,2025-10-27,Active,3064,98011,None
L087780,C032341,706758,12.98,12,2022-02-28,2022-03-28,2023-02-28,Active,0,58103,Property
L087781,C062741,2901975,14.48,36,2024-10-21,2024-11-21,2027-10-21,Active,0,98465,None
L087782,C023658,4333042,8.24,60,2023-04-05,2023-05-05,2028-04-05,Active,0,24361,Property
L087783,C036620,1762543,12.9,24,2021-07-23,2021-08-23,2023-07-23,Closed,0,39975,None
L087784,C029317,4237458,11.13,12,2023-11-18,2023-12-18,2024-11-18,Closed,0,73375,Property
L087785,C035039,2406805,9.76,24,2022-04-07,2022-05-07,2024-04-07,Overdue,0,5930,None
L087786,C055022,3731067,11.26,24,2020-11-22,2020-12-22,2022-11-22,Active,0,41135,None
L087787,C057953,1057155,10.4,36,2020-08-03,2020-09-03,2023-08-03,Closed,0,77610,None
L087788,C039797,271682,8.74,48,2023-12-07,2024-01-07,2027-12-07,Closed,25108,57361,Vehicle
L087789,C044251,4674086,8.68,12,2021-11-26,2021-12-26,2022-11-26,Closed,0,63133,Vehicle
L087790,C022198,452886,7.18,36,2020-09-19,2020-10-19,2023-09-19,Overdue,28254,21792,Property
L087791,C066405,1824296,11.65,48,2022-05-16,2022-06-16,2026-05-16,Active,47365,64737,Property
L087792,C052588,4361321,10.55,36,2021-07-31,2021-08-31,2024-07-31,Overdue,41188,30083,Property
L087793,C005771,3644127,9.36,60,2020-05-03,2020-06-03,2025-05-03,Overdue,0,6620,None
L087794,C045041,175705,12.98,60,2021-11-15,2021-12-15,2026-11-15,Active,0,34532,Vehicle
L087795,C038497,2554814,10.23,36,2022-05-11,2022-06-11,2025-05-11,Overdue,37680,82812,Property
L087796,C049795,660709,8.45,36,2023-12-05,2024-01-05,2026-12-05,Active,48628,5132,None
L087797,C042506,2807028,12.5,48,2024-05-02,2024-06-02,2028-05-02,Closed,23323,45851,Property
L087798,C066718,2549178,7.73,36,2020-02-18,2020-03-18,2023-02-18,Closed,43125,60502,Property
L087799,C007628,3767960,8.95,60,2023-09-25,2023-10-25,2028-09-25,Active,0,46843,Vehicle
L087800,C037864,294917,10.49,60,2024-04-06,2024-05-06,2029-04-06,Closed,0,26630,Vehicle
L087801,C063464,1524173,8.66,12,2020-03-27,2020-04-27,2021-03-27,Closed,0,36830,None
L087802,C001734,959544,9.11,24,2023-08-23,2023-09-23,2025-08-23,Overdue,15361,98956,Vehicle
L087803,C034672,1573781,11.22,12,2024-06-12,2024-07-12,2025-06-12,Overdue,36200,35386,Vehicle
L087804,C012629,742846,13.11,48,2021-02-20,2021-03-20,2025-02-20,Active,0,35103,None
L087805,C060255,4899364,13.2,48,2020-02-16,2020-03-16,2024-02-16,Closed,16393,81518,Vehicle
L087806,C036455,815802,11.43,12,2023-04-06,2023-05-06,2024-04-06,Closed,22595,33866,None
L087807,C057332,2420188,9.02,36,2024-05-07,2024-06-07,2027-05-07,Closed,38010,49978,Property
L087808,C034168,2131582,8.9,48,2021-10-05,2021-11-05,2025-10-05,Active,28189,29301,Property
L087809,C001357,1204880,14.95,48,2021-06-02,2021-07-02,2025-06-02,Overdue,16536,33038,None
L087810,C057834,3970290,12.35,36,2023-05-16,2023-06-16,2026-05-16,Closed,49378,53267,Vehicle
L087811,C041880,4087339,14.62,48,2023-06-07,2023-07-07,2027-06-07,Overdue,46914,18990,None
L087812,C008589,3537332,14.86,24,2022-04-05,2022-05-05,2024-04-05,Closed,0,9250,Property
L087813,C039040,780736,10.42,12,2022-11-26,2022-12-26,2023-11-26,Active,38677,77362,Vehicle
L087814,C028816,4405036,14.11,12,2022-07-01,2022-08-01,2023-07-01,Overdue,6886,94711,None
L087815,C030814,1264540,7.72,60,2024-08-14,2024-09-14,2029-08-14,Active,27823,64316,None
L087816,C003871,1710261,8.59,24,2022-01-08,2022-02-08,2024-01-08,Active,17953,92121,None
L087817,C060002,170850,8.49,60,2024-12-03,2025-01-03,2029-12-03,Active,0,98496,None
L087818,C023534,1910520,11.52,48,2023-11-06,2023-12-06,2027-11-06,Closed,30051,37166,Vehicle
L087819,C027825,3302996,11.59,60,2024-01-18,2024-02-18,2029-01-18,Active,47278,16178,None
L087820,C027099,2599653,14.74,48,2024-03-02,2024-04-02,2028-03-02,Overdue,19257,32204,None
L087821,C060336,2488409,11.62,24,2024-09-16,2024-10-16,2026-09-16,Closed,0,78167,Vehicle
L087822,C013389,4466674,11.13,48,2021-06-27,2021-07-27,2025-06-27,Overdue,0,55046,Property
L087823,C033677,397607,9.67,60,2022-02-23,2022-03-23,2027-02-23,Active,0,91260,None
L087824,C040605,867211,9.85,12,2021-04-14,2021-05-14,2022-04-14,Overdue,24406,40755,None
L087825,C020965,4165663,13.91,60,2021-08-21,2021-09-21,2026-08-21,Overdue,0,73648,None
L087826,C063931,1700885,11.58,24,2020-07-05,2020-08-05,2022-07-05,Overdue,0,35523,None
L087827,C057631,2398878,8.56,48,2023-11-22,2023-12-22,2027-11-22,Overdue,0,49914,Property
L087828,C024934,3586513,13.03,12,2023-07-06,2023-08-06,2024-07-06,Active,32743,93727,None
L087829,C002946,463781,12.1,36,2023-11-22,2023-12-22,2026-11-22,Overdue,0,34422,Vehicle
L087830,C063984,264802,7.67,60,2022-06-08,2022-07-08,2027-06-08,Overdue,0,41879,None
L087831,C040942,2168535,11.28,60,2022-02-03,2022-03-03,2027-02-03,Active,0,59548,None
L087832,C032074,1113248,8.47,60,2022-02-11,2022-03-11,2027-02-11,Overdue,14465,62885,Property
L087833,C064998,2020333,13.97,48,2022-02-21,2022-03-21,2026-02-21,Closed,46410,48491,Property
L087834,C006194,3660880,11.99,36,2023-10-03,2023-11-03,2026-10-03,Closed,43159,73505,None
L087835,C050398,2533683,10.45,24,2022-12-10,2023-01-10,2024-12-10,Overdue,0,5127,Property
L087836,C043772,2993539,13.02,36,2024-06-29,2024-07-29,2027-06-29,Closed,47502,83954,Property
L087837,C023297,2149201,7.61,60,2021-07-06,2021-08-06,2026-07-06,Closed,25363,31755,Property
L087838,C062731,2184126,7.69,48,2024-02-01,2024-03-01,2028-02-01,Closed,1254,87542,Property
L087839,C013271,211478,7.6,36,2023-03-05,2023-04-05,2026-03-05,Overdue,1948,82744,None
L087840,C061733,3105562,14.02,36,2024-01-30,2024-02-29,2027-01-30,Active,0,9566,Vehicle
L087841,C015237,1025090,9.97,36,2024-08-03,2024-09-03,2027-08-03,Overdue,0,17222,Vehicle
L087842,C039236,607226,10.14,12,2022-06-24,2022-07-24,2023-06-24,Closed,0,95246,Vehicle
L087843,C016505,3487660,13.75,36,2022-02-22,2022-03-22,2025-02-22,Active,0,87240,None
L087844,C016826,2329825,7.6,60,2023-02-22,2023-03-22,2028-02-22,Active,0,12325,Property
L087845,C048571,1644304,8.26,12,2024-04-05,2024-05-05,2025-04-05,Active,9641,36317,Vehicle
L087846,C017558,4718045,11.29,36,2020-08-15,2020-09-15,2023-08-15,Active,0,42659,Property
L087847,C034864,635076,12.89,24,2024-07-15,2024-08-15,2026-07-15,Closed,23441,73685,Vehicle
L087848,C049652,4533926,12.44,12,2024-06-14,2024-07-14,2025-06-14,Overdue,25741,82102,None
L087849,C027477,2425009,9.61,36,2024-08-10,2024-09-10,2027-08-10,Overdue,0,26763,None
L087850,C053303,3971195,8.62,36,2022-01-08,2022-02-08,2025-01-08,Closed,42064,25172,Property
L087851,C026008,4965978,7.17,60,2022-07-06,2022-08-06,2027-07-06,Closed,16024,85655,Property
L087852,C062120,699936,14.14,12,2022-05-28,2022-06-28,2023-05-28,Overdue,0,68089,Vehicle
L087853,C001389,57076,13.63,60,2024-09-03,2024-10-03,2029-09-03,Closed,0,93725,Vehicle
L087854,C058733,1067390,14.83,24,2020-10-25,2020-11-25,2022-10-25,Active,0,72449,Property
L087855,C018070,2222565,9.16,36,2021-04-14,2021-05-14,2024-04-14,Active,6552,23359,None
L087856,C021115,3796151,11.58,48,2024-01-29,2024-02-29,2028-01-29,Overdue,9341,73885,Vehicle
L087857,C018520,2269451,12.04,24,2021-09-09,2021-10-09,2023-09-09,Overdue,0,75335,Vehicle
L087858,C033567,2706830,9.23,48,2022-05-20,2022-06-20,2026-05-20,Overdue,26197,50114,Vehicle
L087859,C010569,4857539,11.06,60,2021-10-11,2021-11-11,2026-10-11,Active,20646,99831,Vehicle
L087860,C003341,3096747,8.15,48,2020-09-28,2020-10-28,2024-09-28,Overdue,33355,22267,None
L087861,C021769,1489080,14.22,60,2020-03-22,2020-04-22,2025-03-22,Closed,0,90973,None
L087862,C068714,908806,8.5,12,2020-07-14,2020-08-14,2021-07-14,Active,31903,42390,Vehicle
L087863,C063817,4806304,10.56,48,2020-11-06,2020-12-06,2024-11-06,Overdue,0,33793,Property
L087864,C062896,3263894,9.35,48,2024-12-13,2025-01-13,2028-12-13,Closed,0,3735,Property
L087865,C005640,4154194,9.14,60,2022-03-02,2022-04-02,2027-03-02,Closed,45115,84218,Vehicle
L087866,C061967,4673250,7.74,48,2021-11-08,2021-12-08,2025-11-08,Closed,8830,89233,Property
L087867,C030831,3695261,9.17,36,2023-01-03,2023-02-03,2026-01-03,Closed,0,69749,None
L087868,C040725,2309530,12.05,60,2024-11-26,2024-12-26,2029-11-26,Active,0,31307,Vehicle
L087869,C068570,399910,10.35,60,2022-08-26,2022-09-26,2027-08-26,Overdue,0,20758,Property
L087870,C049959,4314056,12.92,12,2023-04-19,2023-05-19,2024-04-19,Active,0,84041,Property
L087871,C015483,2644909,7.54,60,2024-11-28,2024-12-28,2029-11-28,Overdue,0,78607,None
L087872,C055376,4363267,10.36,48,2020-11-27,2020-12-27,2024-11-27,Active,0,59320,None
L087873,C055457,1393941,13.84,24,2023-05-08,2023-06-08,2025-05-08,Overdue,0,61247,None
L087874,C035338,3366769,10.36,60,2022-11-25,2022-12-25,2027-11-25,Closed,36105,2020,Vehicle
L087875,C027331,3232785,9.28,12,2023-06-14,2023-07-14,2024-06-14,Closed,24238,28491,Property
L087876,C040266,1638319,8.36,36,2023-11-20,2023-12-20,2026-11-20,Closed,17483,27532,Property
